name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Square Brawl,"Oct 22, 2015",4.99,117,31,394850,20000,50000,
Pantsu Hunter: Back to the 90s,"Jan 17, 2019",1.79,148,29,953900,0,20000,2.0
Rogue Stormers,"Apr 21, 2016",19.99,656,297,299480,200000,500000,3.0
Buyhads,"Feb 5, 2021",9.99,11,5,1530670,0,20000,
Minit Fun Racer,"Feb 18, 2021",2.99,184,6,1503530,0,20000,1.0
Yissa Deep Realms,"Nov 23, 2017",4.99,67,5,750960,0,20000,4.0
A Normal Lost Phone,"Jan 26, 2017",2.99,1845,231,523210,50000,100000,1.0
Big Rumble Boxing: Creed Champions,"Sep 3, 2021",39.99,52,31,1278170,0,20000,6.0
Blame Him,"Jun 2, 2019",14.99,59,70,950400,0,20000,5.0
Russian Fishing 4,"Nov 10, 2021",0.0,19370,5757,766570,2000000,5000000,
Tiny Hunter,"Jul 6, 2021",7.99,6,0,1672700,0,20000,
Super Glitter Rush,"Jun 30, 2021",3.99,58,2,1338020,0,20000,1.0
Texas Holdem Poker: Solo King,"Mar 4, 2020",12.99,24,17,1213420,0,20000,
Ninja Kunoichi,"Sep 3, 2020",7.99,1,0,1385820,0,20000,
Aurum Kings,"Jul 23, 2018",0.0,0,1,848460,0,20000,
One More Night: BiO Clinic,"Nov 6, 2017",4.99,4,0,735650,0,20000,
Peekaboo,"Aug 7, 2019",1.49,2509,651,1048100,100000,200000,
Echo Tokyo: An Intro,"Jan 27, 2016",4.99,94,57,345700,0,20000,1.0
Resurgence: Earth United,"Sep 29, 2017",8.99,23,4,674250,0,20000,
Space Pilgrim Episode III: Delta Pavonis,"Feb 4, 2016",1.13,291,48,439250,200000,500000,2.0
Alchera,"Jul 16, 2022",19.99,2,0,1788650,0,20000,
Farm Builder,"Jun 12, 2020",3.99,7,4,1275060,0,20000,
Snakest,"Dec 7, 2018",0.49,5,8,940350,0,20000,
Immortal Darkness: Curse of The Pale King,"Oct 17, 2018",7.99,39,7,868060,0,20000,
Geometric Feel the Beats,"Aug 19, 2020",1.99,32,8,1284550,0,20000,
Need for Spirit: Drink & Drive Simulator/醉驾模拟器,"Sep 5, 2018",0.99,70,51,924670,0,20000,
Escape 2042 - The Truth Defenders,"Mar 31, 2017",5.99,9,2,598590,0,20000,
A Room Beyond,"Jun 13, 2017",7.99,18,5,454330,0,20000,7.0
Escape Ninja,"Sep 29, 2021",15.99,1,2,1723050,0,20000,
Fruity Smoothie,"Dec 21, 2017",0.0,175,24,763230,20000,50000,
War Ghost,"Sep 6, 2019",0.99,1,3,1140060,0,20000,6.0
Love in Belarus,"Jun 21, 2021",1.99,42,4,1644920,0,20000,
iB Cricket,"Oct 25, 2020",29.99,93,4,957070,0,20000,
Elemental Defenders TD,"Apr 2, 2020",1.64,1,0,1270780,0,20000,
Piecewise: build chat bots with blocks,"Nov 2, 2021",14.99,12,0,1702210,0,20000,
F29 Retaliator,"Jul 3, 2020",6.99,7,0,1302270,0,20000,
WarGround,"Feb 2, 2019",0.0,11,9,1017480,0,20000,
Eternal Starlight VR,"Jun 17, 2021",11.99,44,3,676030,0,20000,
THORN DEMON HUNTER,"May 12, 2022",5.99,3,0,1728410,0,20000,
Shuffle World,"Oct 9, 2019",0.99,7,5,1165280,0,20000,
Helheim Hassle,"Aug 18, 2020",19.99,136,8,1095120,0,20000,8.0
The Deer,"Dec 16, 2019",0.0,22,9,818390,0,20000,
Ultimate Ski Jumping 2020,"Apr 3, 2020",0.99,44,14,1245470,0,20000,
Phoenix Point,"Dec 3, 2020",24.99,3087,1188,839770,200000,500000,23.0
浮生箓 Floating Life,"Feb 17, 2022",2.99,69,38,1874660,0,20000,
Introvert Quest,"Mar 15, 2017",0.5,74,28,562640,100000,200000,
Lumini,"Sep 3, 2015",12.99,128,20,360840,0,20000,1.0
Mafia: Definitive Edition,"Sep 24, 2020",39.99,37900,5785,1030840,1000000,2000000,10.0
EDGE OF DAWN,"Jul 17, 2020",14.99,15,27,1234450,0,20000,
Pawn of the Dead,"Feb 19, 2021",7.99,46,3,890130,0,20000,
XWallpaper,"Oct 15, 2019",2.79,72,71,1093880,50000,100000,
The Chronicles of Hercules II - Wrath of Kronos,"Feb 21, 2022",5.99,4,0,1896980,0,20000,
No Time To Explain Remastered,"Jul 17, 2015",14.99,1852,496,368730,200000,500000,
Human Sacrifice,"Mar 19, 2019",0.79,3,3,1041300,0,20000,
Pierhead Arcade 2,"Aug 5, 2021",7.49,104,20,572620,0,20000,
Dragon Drop,"Jun 10, 2022",4.99,25,0,1581500,0,20000,
Supreme: Pizza Empire,"Jan 9, 2015",9.99,70,38,318260,0,20000,
Idol Manager,"Jul 26, 2021",19.99,2479,301,821880,100000,200000,20.0
Casino Mega Collection,"Jul 2, 2018",6.99,17,11,886360,0,20000,
Sneaky Kitten,"Dec 24, 2021",5.99,6,1,1408480,0,20000,
HoloLAB Champions,"Jul 10, 2018",4.99,19,1,696760,20000,50000,
Freeways,"Feb 6, 2018",3.99,851,157,780210,50000,100000,5.0
CounterAttack,"Mar 11, 2019",14.99,225,23,451600,0,20000,
ANCIENT SOULS : The Governor,"Jul 14, 2019",7.99,6,1,1109350,0,20000,
Mystical,"Feb 8, 2018",4.99,4,13,781240,0,20000,
A Familiar Fairytale Dyslexic Text Based Adventure,"Nov 18, 2019",0.99,2,3,929570,0,20000,
Semi-Sweet Tofu,"May 3, 2018",0.0,4,0,841830,20000,50000,
Unlit,"Nov 25, 2019",11.99,1,1,1165460,0,20000,
Syrian Warfare,"Feb 21, 2017",13.99,3383,533,485980,200000,500000,14.0
Relik,"Oct 18, 2017",0.0,139,30,679400,20000,50000,
Lucid Cycle,"Feb 19, 2021",2.59,32,12,1514480,0,20000,
Jigsaw Puzzles: Master Artists of Old,"Aug 7, 2020",0.0,5,0,1368750,0,20000,
Valthirian Arc: Hero School Story 2,"Mar 31, 2022",11.99,19,7,1453640,0,20000,18.0
Mech Armada,"Jun 16, 2022",19.99,264,46,1389360,20000,50000,3.0
Vision Runner,"Oct 19, 2016",9.99,4,6,429480,0,20000,
Pombero - The Lord of the Night,"Nov 23, 2020",5.99,26,13,1368400,0,20000,
Fabulous - Angela's True Colors,"Jan 24, 2019",12.99,41,5,1005050,0,20000,9.0
Fine China,"May 5, 2017",2.99,9,3,529040,0,20000,
BadLands RoadTrip,"Apr 5, 2018",9.99,8,5,694070,0,20000,
Virus Madness - Dungeons of your Body,"May 31, 2020",0.99,1,1,1311210,0,20000,
Mana Gloom,"Dec 29, 2020",4.99,4,0,1453660,0,20000,
Nature Treks VR,"May 4, 2017",9.99,228,42,587580,50000,100000,1.0
Shadowgate,"Aug 21, 2014",14.99,544,83,294440,50000,100000,1.0
Shadow of Valhalla,"Aug 20, 2020",9.99,29,7,1309290,0,20000,
Bunker Constructor,"Jun 24, 2016",4.99,13,8,364980,0,20000,
WORLD END ECONOMiCA episode.01,"Jun 17, 2014",12.99,564,101,269250,50000,100000,8.0
Bartlow's Dread Machine,"Sep 29, 2020",14.99,43,6,1228870,0,20000,5.0
Onimod Land,"Nov 10, 2017",9.99,14,3,633660,0,20000,
Blue Flame,"Jan 29, 2021",4.99,8,0,1274280,0,20000,
Mini Motorways,"Jul 20, 2021",9.99,13145,548,1127500,200000,500000,5.0
Signal Decay,"Sep 19, 2019",13.99,52,12,508650,0,20000,
3d Bridges,"Mar 23, 2015",3.99,10,16,358700,0,20000,
Cosmonator,"Jan 21, 2019",6.99,74,9,656740,0,20000,
GUILT: The Deathless,"Apr 28, 2022",17.99,30,6,1047950,0,20000,
Illusion of L'Phalcia,"Jul 2, 2019",12.99,6,0,1076100,0,20000,80.0
Arcsaber VR,"Jan 15, 2021",0.99,1,0,648150,0,20000,
Illwinter's Floorplan Generator,"May 4, 2018",6.99,370,28,630900,50000,100000,
Lakeview Valley,"Oct 22, 2019",14.99,494,84,783840,50000,100000,3.0
Ochitsubaki,"Dec 17, 2021",13.99,2,1,1487140,0,20000,
RAILROADS Online!,"Oct 1, 2021",34.99,1961,353,1696810,100000,200000,
Ghost Dimension,"Jan 17, 2020",9.99,28,0,1178000,0,20000,
Farmington County: The Ultimate Farming Tycoon Simulator,"Oct 26, 2019",14.99,83,17,1138580,0,20000,
Caretaker Retribution,"Dec 15, 2016",0.0,4,2,416090,0,20000,
NIGHTSTAR: Rogue Wings,Mar 2017,0.0,20,12,595360,0,20000,
Der Geisterjäger / The Ghost Hunter,"Aug 26, 2021",10.79,8,0,1581240,0,20000,
Table Gun,"Oct 18, 2021",1.99,2,0,1751990,0,20000,
CITY - 909,"Oct 30, 2020",8.99,3,0,1445500,0,20000,
Voxel Turf,"Sep 13, 2017",7.99,426,63,404530,50000,100000,
Switchblade,"Aug 22, 2019",2.44,3,0,1137650,0,20000,
RGB Simulator,"Nov 16, 2020",0.99,2,1,1408380,0,20000,
Catch the Head,"Aug 29, 2019",7.99,9,0,1049690,0,20000,
Boxplosion,"Jan 15, 2018",7.99,10,1,612840,0,20000,
PRiO,"Mar 18, 2016",5.99,27,3,428410,0,20000,
Breacher Story,"Jan 2, 2019",5.99,6,2,988110,0,20000,
Pocket Academy,"Jun 12, 2022",8.99,77,3,1921760,0,20000,
Xploquest 2,"Feb 20, 2018",0.0,10,1,791370,0,20000,
Steampunk Tower 2,"Apr 19, 2018",7.99,239,68,622460,50000,100000,23.0
New Star Manager,"Sep 27, 2018",19.99,311,42,883130,0,20000,17.0
Cave under Richmordnom,"Aug 23, 2018",0.99,2,1,913570,0,20000,
The Hole,"May 13, 2022",0.99,1,0,1930230,0,20000,
Intergalactic Bubbles,"May 29, 2015",1.99,927,234,351490,200000,500000,10.0
Ymir,"Mar 16, 2019",34.99,708,242,378360,50000,100000,
Selfless Heroes,"Apr 14, 2020",5.99,31,7,1273450,0,20000,21.0
Life Combinations,"Apr 26, 2019",0.99,4,1,1059660,0,20000,
The famous diver,"Mar 22, 2018",3.99,11,1,820830,0,20000,
From Orbit,"Aug 27, 2019",9.99,6,4,668290,0,20000,2.0
Woodlands,"Sep 27, 2017",5.99,96,216,646100,20000,50000,
Splinter,"Aug 21, 2020",0.99,1,0,1382310,0,20000,
Hidden Farm Top-Down 3D,"Apr 8, 2022",9.99,15,21,1944970,0,20000,
"""Drop Blox""","Jun 20, 2021",8.99,0,3,1534240,0,20000,
Solitaire 3D,"Jul 1, 2020",14.99,9,0,1339310,0,20000,
Arizona Rose and the Pharaohs' Riddles,"Jan 18, 2017",9.99,6,3,575800,0,20000,
Inmates,"Oct 5, 2017",9.99,155,103,634120,20000,50000,1.0
Win by Definition,"Jan 17, 2022",8.99,2,0,1843230,0,20000,
Zeltrus,"Nov 11, 2020",1.99,1,0,1434550,0,20000,
Disney Universe,"Oct 6, 2014",19.99,197,40,316260,20000,50000,11.0
Legion Tale,"Sep 20, 2017",4.99,10,3,604040,50000,100000,
Terramancer,"Feb 24, 2020",1.99,1,1,1050170,20000,50000,
Void Explorer,"Jun 21, 2021",0.99,2,0,1546120,0,20000,
Cubit,"Feb 6, 2019",0.99,5,4,762850,0,20000,
Sillage,"Apr 20, 2022",5.99,4,1,1939600,0,20000,
A Blind Legend,"Apr 7, 2016",6.99,180,47,437530,20000,50000,2.0
Sky Sanctuary,"Jul 31, 2020",1.79,40,5,526130,0,20000,
Welcome To Lakewood,"Jun 17, 2021",0.99,7,2,1651880,100000,200000,
The Stalin Subway: Red Veil,"Oct 24, 2014",2.99,237,262,311120,50000,100000,2.0
Suits: A Business RPG,"Jan 5, 2016",0.99,755,103,410670,100000,200000,4.0
Sable's Grimoire: Man And Elf,"Jun 19, 2020",5.99,42,0,1131410,0,20000,7.0
Catie in MeowmeowLand,"Mar 30, 2022",14.99,50,2,1417890,0,20000,3.0
180 SECONDS,"Jul 8, 2022",5.99,5,0,2006770,0,20000,
R-Naught,"Nov 23, 2021",2.99,2,0,1583840,20000,50000,
MineSweeper VR,"Aug 25, 2016",1.99,31,8,516940,0,20000,
重装无限·Metal Infinite,"Jul 16, 2020",1.99,29,6,1304320,0,20000,
Room to Grow,"Feb 25, 2021",9.99,117,4,1471960,0,20000,3.0
Rebel Reenactment: Battle of the Wilderness,"Aug 30, 2020",7.99,10,2,1350540,20000,50000,
Power Ball 2021,"Jan 18, 2021",6.99,1,1,1512910,0,20000,
Endless Furry Asteroids,"Apr 12, 2021",0.99,1,0,1578750,0,20000,
Tank Battle: North Africa,"Jul 12, 2016",9.99,22,8,465750,20000,50000,
Chaos Starter,"Apr 5, 2019",0.99,26,18,1053660,20000,50000,
One Hit KO,"Apr 5, 2017",6.99,8,2,605490,0,20000,
Seconds in Space,"Sep 28, 2020",2.99,1,0,1253320,0,20000,
"I, Hope","Feb 21, 2018",9.99,28,7,448960,0,20000,2.0
Leafling,"Dec 15, 2020",0.0,428,175,1457150,200000,500000,
Runefall 2,"Oct 10, 2019",9.99,35,10,1129660,0,20000,
Resonance Wars,"Nov 11, 2021",2.99,2,0,1787520,0,20000,
X-Plane 10 Global - 64 Bit,"Jul 14, 2014",0.0,713,304,292180,100000,200000,
PrimeOrbial,"Jul 16, 2019",4.99,4,0,1095140,0,20000,
The Elementalist,"May 27, 2019",4.99,9,0,973410,0,20000,
Bongo Arena,"Mar 15, 2021",0.0,6,1,1564660,0,20000,
Nightmare Survival,"Mar 12, 2021",0.99,5,3,1563100,0,20000,
TYRONE vs COPS,"Feb 12, 2022",0.99,816,39,1853200,20000,50000,
Gem Tower Defense 2,"Apr 21, 2022",2.99,2,2,1953220,20000,50000,
It Stares Back,"Jun 25, 2019",9.99,83,2,1094250,0,20000,
JCB Pioneer: Mars,"Sep 1, 2017",24.99,66,77,536660,0,20000,
Atlantis 2: Beyond Atlantis,"Apr 17, 2015",3.99,25,55,362920,0,20000,1.0
Electronic Super Joy 2,"Aug 9, 2019",0.0,587,79,1113940,50000,100000,5.0
Aether Drift,"Aug 27, 2018",12.99,3,0,915760,0,20000,
Dire Vengeance,"Oct 14, 2021",19.99,11,0,1682030,20000,50000,
Color By,"Jan 21, 2016",9.99,5,1,416840,0,20000,
Expect The Unexpected,"Dec 8, 2016",1.49,53,27,529130,0,20000,
Vacation Adventures: Park Ranger 4,"Feb 15, 2021",6.99,2,1,1535270,0,20000,
The Rusty Sword: Vanguard Island,"May 2, 2022",0.99,11,6,1945980,0,20000,
MonsterxMan: Inheritence To Lust,"Apr 24, 2018",0.0,59,16,836440,20000,50000,
100 Seconds,"Mar 12, 2018",1.99,0,1,796580,0,20000,
September 28 Pizza,"Dec 20, 2021",1.69,2,1,1830050,0,20000,
Ganbatte,"Apr 19, 2018",6.99,2,1,691680,0,20000,
Imitating Zombies,"Nov 14, 2021",1.99,0,4,1798310,0,20000,
Worm Runner,"Jul 13, 2022",0.99,12,5,2058120,0,20000,
Game Corp DX,"Oct 2, 2015",2.99,2657,372,399670,200000,500000,4.0
RENEGADE: ARENA SHOOTER,"Oct 2, 2020",0.0,0,2,1410110,0,20000,1.0
Freedom Locomotion VR,"Mar 13, 2017",0.0,182,25,584170,50000,100000,
Rakuen,"May 10, 2017",9.99,4930,168,559210,100000,200000,8.0
Kinetic Void,"Nov 21, 2014",19.99,276,1251,227160,100000,200000,
sfäre,"Jan 11, 2022",4.99,13,0,1331390,0,20000,
Hidden Paws,"Mar 22, 2018",1.64,529,66,816490,20000,50000,3.0
Gladio and Glory,"Mar 16, 2021",0.0,2566,210,1527910,100000,200000,
Way to Go!,"Jun 8, 2015",4.99,24,3,336230,0,20000,
Sunset Planet,"Mar 1, 2019",0.99,11,3,1029160,0,20000,
Vaccine19,"Dec 25, 2020",0.0,50,12,1315070,100000,200000,
WestLand Adventure,"Jul 6, 2020",2.99,11,12,1353870,0,20000,
Qipa World-Hello Big Adventure,"Dec 17, 2018",0.99,19,3,975710,0,20000,
My Little Blacksmith Shop,"Dec 22, 2019",9.99,568,151,980940,20000,50000,
RoboHeist VR,"Apr 13, 2018",12.99,4,3,800510,0,20000,
火柴人联盟2,"Dec 19, 2019",0.0,16,11,1094010,20000,50000,1.0
CS Horizon,"Jul 28, 2021",0.59,2,6,1692900,0,20000,
MoveUp,"Sep 15, 2021",2.99,2,0,1730160,0,20000,
Creature Romances: For the Ladies,"Oct 31, 2020",2.99,24,5,714820,0,20000,1.0
BLUE WISH DESIRE,"Nov 17, 2021",9.99,27,0,1794300,0,20000,
Rinlo,"Oct 7, 2020",10.49,24,6,1297010,0,20000,2.0
Awe,"Oct 9, 2015",0.99,185,61,371450,20000,50000,3.0
Fright Night,"Jun 21, 2022",2.99,6,1,2023330,0,20000,
Emiko's Pledge,"Feb 25, 2022",0.99,3,1,1870170,0,20000,
Idle Champions of the Forgotten Realms,"Mar 25, 2020",0.0,8436,2055,627690,1000000,2000000,49.0
I am an Air Traffic Controller 4,"Oct 15, 2020",59.99,236,44,1348390,0,20000,
Plan Z,"Jan 20, 2021",4.99,3,1,1436280,20000,50000,
Wrap It!,"Jun 16, 2020",0.49,4,0,1312000,0,20000,
Devil's Toy,"Nov 6, 2018",0.99,11,8,959540,0,20000,
Context,"Oct 24, 2019",0.99,1,1,1167650,0,20000,
Dungeons and Dinners,"Oct 14, 2018",0.99,4,0,939250,0,20000,
Solitaire Game Halloween 2,"May 16, 2021",4.99,2,1,1600180,0,20000,
Tonikk Tycoon,"Apr 13, 2022",9.99,7,2,1941400,0,20000,
Heileen 3: New Horizons,"Jul 17, 2014",24.99,45,26,305490,0,20000,6.0
Vistascapes VR,"Jul 8, 2016",0.0,17,18,488360,0,20000,
Code 9,"Aug 24, 2017",2.99,3,0,682280,0,20000,
CrisisActionVR,"Sep 11, 2017",19.99,14,10,648070,0,20000,
Ninjas Against the Machines,"Feb 18, 2022",7.99,2,0,1875470,0,20000,
Area 86,"Apr 15, 2020",9.99,29,6,810590,20000,50000,
Zahalia,"Mar 6, 2018",1.99,6,4,791320,20000,50000,
Life of Fly 2,"Jun 10, 2021",9.99,24,0,1598810,0,20000,
Fruitlockers Reborn! 2,"Jan 23, 2019",4.99,7,3,1012390,0,20000,
יום פתוח (Open Day),"Jun 22, 2022",14.99,61,0,1029650,0,20000,
Monjarmageddon,"Mar 22, 2019",2.99,6,1,738030,0,20000,
Beyond Extinct,"Feb 26, 2020",10.99,27,2,992990,0,20000,
Angry King,"Nov 5, 2018",0.0,0,3,962070,0,20000,
I'm a love interest in my childhood friend's reverse harem!!!,"Aug 31, 2020",9.99,5,2,1365620,0,20000,
MagiCats Builder (Crazy Dreamz),"Jul 10, 2018",0.0,123,72,690610,50000,100000,
Rugosi,"Aug 8, 2018",0.99,6,3,905510,0,20000,
Legend Of The Ape,"Aug 20, 2021",2.99,22,1,1710810,0,20000,
PANIC STATION,"Aug 25, 2020",1.99,25,26,1386980,0,20000,
Kombine,"Oct 14, 2016",0.51,82,22,539750,20000,50000,
The Advisor - Episode 1: Royal Pain,"May 31, 2021",2.99,434,6,1601680,100000,200000,
Faye: A Tale of Shadow,"Feb 14, 2022",19.99,0,1,1753690,20000,50000,
Super Plexis,"Feb 19, 2021",9.99,44,3,863230,0,20000,
IMPALE YOUR FRIENDS!,"Jun 19, 2019",4.99,4,0,1059370,0,20000,
心の闇の先に Trial VersionⅡ,"Jan 15, 2018",0.0,14,9,661700,0,20000,
Handball Action Total,"Feb 16, 2018",8.39,16,5,486940,0,20000,
Animals Memory: Insect,"Jan 26, 2018",3.99,24,5,778860,0,20000,
WhiteLily 1：丽丽公主,"Aug 16, 2018",2.99,1144,63,876850,50000,100000,
The Night Cafe: A VR Tribute to Vincent Van Gogh,"Jun 3, 2016",0.0,241,10,482390,20000,50000,
Letter-Setter,"Aug 16, 2017",3.99,2,1,676320,0,20000,
SEDOMAIRI / せどまいり,"Aug 1, 2021",4.99,15,3,1684220,0,20000,
Party Tycoon,"Oct 19, 2017",4.99,157,136,513330,20000,50000,
Rollers,"Feb 11, 2020",0.0,18,3,1179010,20000,50000,1.0
GACHIMUCHI The Card Game,"Mar 7, 2019",0.99,9,4,1034120,0,20000,
Station Commander,"Aug 23, 2021",7.99,3,2,1713530,50000,100000,
Clicker bAdventure,"Dec 27, 2017",2.99,23,61,736430,0,20000,1.0
The New California,"Nov 19, 2017",9.99,7,2,699510,0,20000,
Yousei Daisensou ~ Touhou Sangetsusei,"Aug 2, 2019",10.99,69,2,1100180,0,20000,
Edna & Harvey: The Breakout - Anniversary Edition,"Dec 4, 2019",3.99,348,26,959000,20000,50000,7.0
Coffee Run,"Oct 30, 2017",0.0,85,26,731180,0,20000,
Death off the Cuff,"Jan 11, 2021",2.99,4,1,1481960,0,20000,
Acaratus,"May 25, 2017",14.99,28,24,376410,0,20000,
Scrap Galaxy,"Dec 1, 2017",7.99,11,4,723110,0,20000,
Desktop Dungeons,"Nov 7, 2013",14.99,1239,132,226620,100000,200000,19.0
Timerunner,"Dec 13, 2021",6.39,64,10,1108750,100000,200000,
Edvog Explorer Game,"Apr 20, 2018",0.0,1,0,788040,0,20000,
Edwardo,"Nov 12, 2021",3.99,5,0,1768790,20000,50000,
Timothy ティモシー -神秘の森-,"Dec 23, 2021",9.99,1,0,1471220,0,20000,
Jake's Love Story,"Oct 5, 2017",9.99,104,14,699080,20000,50000,1.0
CrunchTime,"Oct 10, 2019",9.99,13,2,1068120,0,20000,
Primate Signal,"Dec 5, 2020",3.5,12,2,1153040,0,20000,
Grandmaster Chess,"Sep 3, 2021",6.99,1,0,1658770,0,20000,
Obscure Doubt,"Apr 26, 2019",3.99,3,0,1061420,0,20000,
Tenshu General,"Dec 1, 2015",5.99,20,10,363180,0,20000,4.0
Forest Below,"May 17, 2018",0.0,9,1,843620,0,20000,
Bricks Frenzy,"Aug 17, 2020",5.99,11,2,1384350,0,20000,
Pixel Arcade,"Apr 2, 2018",9.99,17,3,618570,0,20000,
Apex Legends™,"Nov 4, 2020",0.0,415524,66608,1172470,20000000,50000000,
Dualism,"Jan 14, 2021",9.99,7,0,1471460,0,20000,
Aura of Worlds,"Apr 24, 2018",11.99,77,4,841600,0,20000,
Ricochet Ranger,"May 20, 2022",2.99,12,0,1671180,0,20000,
The Marson Home,"Jul 18, 2022",7.99,1,1,2061060,0,20000,
Mosaique Neko Waifus 2,"Jun 5, 2020",1.99,1840,84,1299120,100000,200000,1.0
MelDEV Power Boat Racing,"May 23, 2020",13.99,1,1,1303170,0,20000,
Magic Nations - Card Game,"Sep 20, 2018",14.99,89,35,773530,0,20000,
Little Square Things,"Sep 28, 2019",0.0,51,9,945490,200000,500000,
Gardens Inc. 2: The Road to Fame,"May 22, 2014",9.99,45,6,301260,0,20000,10.0
Bloxiq VR,"Aug 29, 2016",1.49,3,1,510710,0,20000,
VIDEO GAME,"Nov 12, 2018",0.0,14,6,924310,0,20000,5.0
iota,"Sep 24, 2020",4.99,13,2,1273430,0,20000,
INTRUDER - WAR AREAS,"Dec 12, 2016",15.99,2,4,556680,0,20000,
Darken VR,"Aug 13, 2018",0.99,0,2,910850,0,20000,
Whiskers & Tail,"Aug 25, 2020",2.99,2,0,1343450,0,20000,
Umihara Kawase BaZooKa!,"May 28, 2020",29.99,12,2,1271620,0,20000,2.0
Boulders: Puzzle,"Oct 2, 2021",0.99,4,0,1492290,0,20000,
Chesnakisnak,"Oct 19, 2020",0.0,4,3,1433770,0,20000,
Key,"Dec 1, 2021",0.99,0,1,1804390,0,20000,
Valley Run,"Jul 3, 2019",0.99,1,2,1091350,0,20000,
Space Duty,"Mar 21, 2018",4.99,1,0,813360,0,20000,
Catsapults,"Jun 12, 2018",1.99,3,0,846220,0,20000,
DCS World Steam Edition,"Aug 2, 2013",0.0,19580,3421,223750,2000000,5000000,
SEARCH ALL - POTIONS,"Dec 27, 2021",1.99,20,1,1845880,0,20000,
Royal Defense,"Nov 10, 2014",0.49,239,82,291170,100000,200000,9.0
Deep Ocean Rush,"Jan 3, 2020",1.99,3,9,1162730,0,20000,
Hexodius,"Jun 21, 2013",9.99,26,16,236490,0,20000,12.0
Whiskey & Zombies: The Great Southern Zombie Escape,"Nov 25, 2020",9.99,8,0,1011320,0,20000,
The Spell - A Kinetic Novel,"Jan 15, 2019",4.99,24,0,1002510,0,20000,
Shadowrun: Hong Kong - Extended Edition,"Aug 20, 2015",19.99,3578,562,346940,500000,1000000,20.0
battle Tank,"Feb 4, 2021",12.99,2,8,1526480,0,20000,
White Haven Mysteries,"Apr 17, 2014",4.99,47,40,288790,20000,50000,2.0
That Dam Level redux,"Feb 25, 2016",8.99,2,1,434970,0,20000,
Dragon Fight VR,"Mar 5, 2020",0.0,9,1,1073890,0,20000,1.0
VELONE,"Apr 21, 2022",8.49,9,15,1811750,0,20000,
World of Subways 3 – London Underground Circle Line,"May 12, 2014",14.99,424,147,283620,100000,200000,
Karate Cat,"Oct 10, 2019",0.99,80,5,1152410,0,20000,
Planet of the Eyes,"Aug 24, 2015",9.99,421,86,350970,50000,100000,1.0
City Quest,"Aug 20, 2015",1.99,31,10,308560,0,20000,
Skeleton Scramble Deluxe,"Mar 18, 2022",2.99,17,0,1807610,0,20000,
Cultivation Tales,"Apr 14, 2022",19.99,4959,8060,1504570,500000,1000000,
Space Pirate Trainer,"Oct 12, 2017",14.99,2574,149,418650,200000,500000,1.0
VR Party Pack,"May 4, 2019",3.99,1,0,1064920,0,20000,
MMA Executive,"Aug 26, 2019",11.99,5,5,1088040,0,20000,
Happy Quest,"Nov 6, 2020",1.99,623,126,1418160,50000,100000,2.0
Solitaire Jack Frost Winter Adventures,"Sep 1, 2019",4.99,3,0,1128420,0,20000,
Sakura Spirit,"Jul 9, 2014",9.99,5684,1547,313740,200000,500000,2.0
Data mining 2,"Oct 25, 2018",1.03,14,14,960820,0,20000,
Guns of Succubus,"Feb 27, 2021",6.99,41,6,1515820,0,20000,
Intake,"Nov 6, 2013",9.99,365,28,237760,20000,50000,1.0
KAMIKO,"Jun 26, 2019",4.99,122,17,1022480,0,20000,1.0
Apocalypse Mechanism,"Jun 11, 2018",14.99,7,6,532080,0,20000,
Bacon Rebellion,"Jan 8, 2021",3.99,21,2,415780,0,20000,
Kukoro: Stream chat games,"Nov 6, 2020",4.99,440,9,1166990,0,20000,
Gabe Newell Simulator,"Dec 14, 2015",2.99,313,312,407420,20000,50000,
Epic Manager - Create Your Own Adventuring Agency!,"Dec 12, 2016",17.99,156,70,391280,50000,100000,
A Little Bird,"Sep 17, 2020",9.99,4,1,1371730,0,20000,
"In Case of Emergency, Release Raptor","Aug 29, 2016",0.0,50,18,471770,20000,50000,1.0
Adventure Apes and the Mayan Mystery,"Jul 15, 2016",2.99,14,5,461830,0,20000,
Sphere Game,"Aug 5, 2020",0.49,11,1,1376590,0,20000,
Sword of Destiny,"Nov 20, 2020",0.99,123,19,1412580,20000,50000,
Marginalia,"Oct 1, 2019",5.99,36,6,889280,20000,50000,1.0
Saving You From Yourself,"May 14, 2020",0.0,28,29,1277310,0,20000,1.0
ZAR,"Apr 26, 2021",9.99,13,8,1600600,0,20000,
Feather Of Praying 羽翼的祈愿,"Jun 6, 2018",1.99,195,8,869840,0,20000,
GOD EATER 2 Rage Burst,"Aug 29, 2016",49.99,3145,886,438490,200000,500000,57.0
Consumed Awakening,"Jun 21, 2020",10.99,3,0,1187250,0,20000,
Must Reach,"Feb 21, 2021",3.99,2,6,1541450,0,20000,
Better Off Tread,"Sep 12, 2017",0.0,54,33,656070,50000,100000,
Asian Riddles 4,"Feb 2, 2021",4.99,8,0,1495080,0,20000,
Epic Showdown,"Oct 27, 2015",4.99,16,27,406930,0,20000,
270 | Two Seventy US Election,"May 31, 2018",0.0,541,164,855010,100000,200000,
Ys VI: The Ark of Napishtim,"Apr 28, 2015",19.99,843,93,312540,100000,200000,13.0
Spare Teeth VR,"Dec 12, 2019",3.99,8,2,1028340,0,20000,
